Experiment	Sample	Study	GSM	Scientific name	Taxon id	Strategy	Source	Platform	Selection	Experiment title	Sample title	Design description	Sample attribute_BioSampleModel	Sample attribute_dev_stage	Sample attribute_scientific_name	Sample attribute_cell type	Sample attribute_treatment	Sample attribute_sub_species	Sample attribute_ENA-FIRST-PUBLIC	Sample attribute_passages	Sample attribute_ENA first public	Sample attribute_ENA-LAST-UPDATE	Sample attribute_disease	Sample attribute_ecotype	Sample attribute_cell_line	Sample attribute_External Id	Sample attribute_Submitter Id	Sample attribute_strain	Sample attribute_transcription factor	Sample attribute_INSDC first public	Sample attribute_INSDC status	Sample attribute_cell line	Sample attribute_sex	Sample attribute_antibody	Sample attribute_broker name	Sample attribute_phenotype	Sample attribute_breed	Sample attribute_source_name	Sample attribute_isolate	Sample attribute_INSDC last update	Sample attribute_age	Sample attribute_Sex	Sample attribute_biomaterial_provider	Sample attribute_individual	Sample attribute_chip antibody	Sample attribute_sample name	Sample attribute_INSDC center alias	Sample attribute_chip antibody details	Sample attribute_collection_date	Sample attribute_common name	Sample attribute_genotype	Sample attribute_developmental stage	Sample attribute_tissue	Sample attribute_replicate	Sample attribute_organism part	Sample attribute_geo_loc_name	Sample attribute_tumor grading	Sample attribute_INSDC center name	Sample attribute_cultivar	Sample attribute_ENA last update	Experiment attribute_Experimental Factor: Stationary	Experiment attribute_Experimental Factor: organism part	Experiment attribute_Experimental Factor: CTVT5	Experiment attribute_Experimental Factor: Regressive	Experiment attribute_Experimental Factor: immunoprecipitate	Experiment attribute_Experimental Factor: Progressive	Experiment attribute_Experimental Factor: CTVT6	Experiment attribute_Experimental Factor: CTVT17	Experiment attribute_Experimental Factor: organism	File information_Alternatives_1_@org	File information_@cluster	File information_@filename	File information_Alternatives_1_@url	File information_Alternatives_@access_type	File information_Alternatives_0_@access_type	File information_Alternatives_1_@free_egress	File information_Alternatives_@free_egress	File information_Alternatives_@org	File information_@version	File information_Alternatives_0_@free_egress	File information_@supertype	File information_@sratoolkit	File information_@size	File information_@semantic_name	File information_@date	File information_Alternatives_0_@org	File information_Alternatives_2_@free_egress	File information_Alternatives_1_@access_type	File information_Alternatives_2_@url	File information_@md5	File information_Alternatives_2_@org	File information_Alternatives_0_@url	File information_Alternatives_2_@access_type	File information_Alternatives_@url	File information_@url	Query
SRX15289106	SRS13020113	SRP375418	GSM6156862	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156862: ChIP_input_ST_jj8; Canis lupus familiaris; ChIP-Seq	ChIP_input_ST_jj8							familiaris																			Beagle	Stomach				male			none								Stomach																	AWS	public	ChIP_input_ST_jj8_1.fq.gz	s3://sra-pub-zq-5/SRR19225168/SRR19225168.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2101567126	fastq	2022-05-16 14:35:46	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225168/SRR19225168.lite.1	71d9c986d1e2a1e3755738d9d86dd7b6	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19225/SRR19225168/SRR19225168.lite.1	gcp identity	s3://sra-pub-src-12/SRR19225168/ChIP_input_ST_jj8_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225168/SRR19225168	
SRX15289105	SRS13020114	SRP375418	GSM6156861	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156861: ChIP_input_ST_679; Canis lupus familiaris; ChIP-Seq	ChIP_input_ST_679							familiaris																			Beagle	Stomach				female			none								Stomach																	AWS	public	SRR19225169.lite	s3://sra-pub-zq-5/SRR19225169/SRR19225169.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2752263190	SRA Lite	2022-10-19 00:11:53	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225169/SRR19225169.lite.1	a4cf1ce98c5071c4526629c3c0397ccf	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225169/SRR19225169.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225169/SRR19225169	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225169/SRR19225169.lite.1	
SRX15289104	SRS13020112	SRP375418	GSM6156860	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156860: ChIP_input_SP_jj8; Canis lupus familiaris; ChIP-Seq	ChIP_input_SP_jj8							familiaris																			Beagle	Spleen				male			none								Spleen																	AWS	public	ChIP_input_SP_jj8_1.fq.gz	s3://sra-pub-zq-4/SRR19225170/SRR19225170.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	1632654123	fastq	2022-05-16 14:37:00	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225170/SRR19225170.lite.1	38a61ee7d74db07ca3a57bf02ae397f9	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225170/SRR19225170.lite.1	gcp identity	s3://sra-pub-src-6/SRR19225170/ChIP_input_SP_jj8_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225170/SRR19225170	
SRX15289102	SRS13020109	SRP375418	GSM6156810	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156810: ChIP_k27me3_MG_679; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_MG_679							familiaris																			Beagle	Mammary gland				female			H3K27me3 (Abcam, #ab6002)								Mammary gland																	AWS	public	SRR19225172.lite	s3://sra-pub-zq-6/SRR19225172/SRR19225172.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	617519672	SRA Lite	2022-10-30 19:27:13	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR19225172/SRR19225172.lite.1	64e39c7f99fd1e4f7f0b8abc9b326dcf	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19225/SRR19225172/SRR19225172.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225172/SRR19225172	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19225/SRR19225172/SRR19225172.lite.1	
SRX15289101	SRS13020110	SRP375418	GSM6156809	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156809: ChIP_k27me3_MG_244; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_MG_244							familiaris																			Beagle	Mammary gland				female			H3K27me3 (Abcam, #ab6002)								Mammary gland																	AWS	public	SRR19225173.lite	s3://sra-pub-zq-5/SRR19225173/SRR19225173.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2328101113	SRA Lite	2022-10-18 23:28:36	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225173/SRR19225173.lite.1	9d8271a4e5e590e0e14259215aeaf917	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225173/SRR19225173.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225173/SRR19225173	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225173/SRR19225173.lite.1	
SRX15289100	SRS13020108	SRP375418	GSM6156808	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156808: ChIP_k27me3_LU_jj8; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_LU_jj8							familiaris																			Beagle	Lung				male			H3K27me3 (Abcam, #ab6002)								Lung																	AWS	public	ChIP_k27me3_LU_jj8_1.fq.gz	s3://sra-pub-zq-5/SRR19225174/SRR19225174.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	1230281835	fastq	2022-05-16 14:37:04	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225174/SRR19225174.lite.1	11532a9f9a0a0d7dadbe2435b54e5f95	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225174/SRR19225174.lite.1	gcp identity	s3://sra-pub-src-8/SRR19225174/ChIP_k27me3_LU_jj8_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225174/SRR19225174	
SRX15289099	SRS13020107	SRP375418	GSM6156807	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156807: ChIP_k27me3_LU_679; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_LU_679							familiaris																			Beagle	Lung				female			H3K27me3 (Abcam, #ab6002)								Lung																	AWS	public	SRR19225175.lite	s3://sra-pub-zq-5/SRR19225175/SRR19225175.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2979897972	SRA Lite	2022-10-19 00:36:57	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225175/SRR19225175.lite.1	fbc69e9aed54f0acf1e11a50b552d656	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225175/SRR19225175.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225175/SRR19225175	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225175/SRR19225175.lite.1	
SRX15289098	SRS13020106	SRP375418	GSM6156806	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156806: ChIP_k27me3_LI_jj8; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_LI_jj8							familiaris																			Beagle	Liver				male			H3K27me3 (Abcam, #ab6002)								Liver																	AWS	public	ChIP_k27me3_LI_jj8_1.fq.gz	s3://sra-pub-zq-5/SRR19225176/SRR19225176.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	1595269706	fastq	2022-05-16 14:34:54	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR19225176/SRR19225176.lite.1	3e5a74d749f7112d02834799bbe9fd7d	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19225/SRR19225176/SRR19225176.lite.1	gcp identity	s3://sra-pub-src-15/SRR19225176/ChIP_k27me3_LI_jj8_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225176/SRR19225176	
SRX15289097	SRS13020105	SRP375418	GSM6156805	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156805: ChIP_k27me3_LI_679; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_LI_679							familiaris																			Beagle	Liver				female			H3K27me3 (Abcam, #ab6002)								Liver																	AWS	public	SRR19225177.lite	s3://sra-pub-zq-4/SRR19225177/SRR19225177.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2666470823	SRA Lite	2022-10-15 13:28:26	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225177/SRR19225177.lite.1	9a38ded63970394c1afa105e31c6f97b	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225177/SRR19225177.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225177/SRR19225177	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225177/SRR19225177.lite.1	
SRX15289096	SRS13020103	SRP375418	GSM6156804	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156804: ChIP_k27me3_KI_jj8; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_KI_jj8							familiaris																			Beagle	Kidney				male			H3K27me3 (Abcam, #ab6002)								Kidney																	AWS	public	SRR19225178.lite	s3://sra-pub-zq-1/SRR19225178/SRR19225178.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2059556582	SRA Lite	2022-11-17 21:45:35	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-101/SRR19225178/SRR19225178.lite.1	5ba5f262c6608ca23b789ef7b82031b3	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19225/SRR19225178/SRR19225178.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225178/SRR19225178	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19225/SRR19225178/SRR19225178.lite.1	
SRX15289095	SRS13020104	SRP375418	GSM6156803	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156803: ChIP_k27me3_KI_679; Canis lupus familiaris; ChIP-Seq	ChIP_k27me3_KI_679							familiaris																			Beagle	Kidney				female			H3K27me3 (Abcam, #ab6002)								Kidney																	AWS	public	ChIP_k27me3_KI_679_1.fq.gz	s3://sra-pub-zq-5/SRR19225179/SRR19225179.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	858666920	fastq	2022-05-16 14:36:11	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225179/SRR19225179.lite.1	940aedd8b9c267930b9fef9b977bce25	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225179/SRR19225179.lite.1	gcp identity	s3://sra-pub-src-9/SRR19225179/ChIP_k27me3_KI_679_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225179/SRR19225179	
SRX15289094	SRS13020101	SRP375418	GSM6156770	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156770: ChIP_k4me1_PA_679; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_PA_679							familiaris																			Beagle	Pancreas				female			H3K4me1 (Abcam, #ab8895)								Pancreas																	AWS	public	SRR19225180.lite	s3://sra-pub-zq-4/SRR19225180/SRR19225180.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	579987072	SRA Lite	2022-10-15 23:23:44	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225180/SRR19225180.lite.1	00193da823183bc72b0f063af668b37e	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225180/SRR19225180.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225180/SRR19225180	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225180/SRR19225180.lite.1	
SRX15289093	SRS13020102	SRP375418	GSM6156769	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156769: ChIP_k4me1_PA_244; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_PA_244							familiaris																			Beagle	Pancreas				female			H3K4me1 (Abcam, #ab8895)								Pancreas																	AWS	public	ChIP_k4me1_PA_244_nova_1.fq.gz	s3://sra-pub-zq-4/SRR19225181/SRR19225181.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2553909035	fastq	2022-05-16 14:39:52	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225181/SRR19225181.lite.1	841a7c422266bad9d09154552981843a	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225181/SRR19225181.lite.1	gcp identity	s3://sra-pub-src-14/SRR19225181/ChIP_k4me1_PA_244_nova_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225181/SRR19225181	
SRX15289092	SRS13020100	SRP375418	GSM6156768	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156768: ChIP_k4me1_OV_679; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_OV_679							familiaris																			Beagle	Ovary				female			H3K4me1 (Abcam, #ab8895)								Ovary																	AWS	public	ChIP_k4me1_OV_679_1.fq.gz	s3://sra-pub-zq-4/SRR19225182/SRR19225182.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2818218087	fastq	2022-05-16 14:52:21	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225182/SRR19225182.lite.1	6d51eec300e1f10f44b5252b1dce8a0e	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225182/SRR19225182.lite.1	gcp identity	s3://sra-pub-src-8/SRR19225182/ChIP_k4me1_OV_679_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225182/SRR19225182	
SRX15289091	SRS13020097	SRP375418	GSM6156767	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156767: ChIP_k4me1_OV_244; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_OV_244							familiaris																			Beagle	Ovary				female			H3K4me1 (Abcam, #ab8895)								Ovary																	AWS	public	SRR19225183.lite	s3://sra-pub-zq-4/SRR19225183/SRR19225183.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2836357580	SRA Lite	2022-10-15 09:02:43	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225183/SRR19225183.lite.1	c567edcaab5aae416379fa0eccc65e83	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225183/SRR19225183.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225183/SRR19225183	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225183/SRR19225183.lite.1	
SRX15289090	SRS13020099	SRP375418	GSM6156766	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156766: ChIP_k4me1_MG_679; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_MG_679							familiaris																			Beagle	Mammary gland				female			H3K4me1 (Abcam, #ab8895)								Mammary gland																	AWS	public	ChIP_k4me1_MG_679_1.fq.gz	s3://sra-pub-zq-4/SRR19225184/SRR19225184.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	843140608	fastq	2022-05-16 14:33:07	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225184/SRR19225184.lite.1	1f4bf6ce04b8bbb3c3929538168da14c	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225184/SRR19225184.lite.1	gcp identity	s3://sra-pub-src-14/SRR19225184/ChIP_k4me1_MG_679_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225184/SRR19225184	
SRX15289089	SRS13020098	SRP375418	GSM6156765	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156765: ChIP_k4me1_MG_244; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_MG_244							familiaris																			Beagle	Mammary gland				female			H3K4me1 (Abcam, #ab8895)								Mammary gland																	AWS	public	SRR19225185.lite	s3://sra-pub-zq-4/SRR19225185/SRR19225185.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2548729763	SRA Lite	2022-10-13 16:29:57	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225185/SRR19225185.lite.1	57e7bf68ddbfc2f55bb275a37bb32e7a	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225185/SRR19225185.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225185/SRR19225185	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225185/SRR19225185.lite.1	
SRX15289088	SRS13020096	SRP375418	GSM6156764	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156764: ChIP_k4me1_LU_jj8; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_LU_jj8							familiaris																			Beagle	Lung				male			H3K4me1 (Abcam, #ab8895)								Lung																	AWS	public	ChIP_k4me1_LU_jj8_1.fq.gz	s3://sra-pub-zq-5/SRR19225186/SRR19225186.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	1103858303	fastq	2022-05-16 14:35:17	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225186/SRR19225186.lite.1	487d29b25e73ddf4763bb323c5a238ff	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19225/SRR19225186/SRR19225186.lite.1	gcp identity	s3://sra-pub-src-13/SRR19225186/ChIP_k4me1_LU_jj8_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225186/SRR19225186	
SRX15289087	SRS13020094	SRP375418	GSM6156763	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156763: ChIP_k4me1_LU_679; Canis lupus familiaris; ChIP-Seq	ChIP_k4me1_LU_679							familiaris																			Beagle	Lung				female			H3K4me1 (Abcam, #ab8895)								Lung																	AWS	public	ChIP_k4me1_LU_679_nova_1.fq.gz	s3://sra-pub-zq-4/SRR19225187/SRR19225187.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	3341337396	fastq	2022-05-16 14:44:31	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225187/SRR19225187.lite.1	f4969d91ac28327998da3fc60ab3a8c0	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19225/SRR19225187/SRR19225187.lite.1	gcp identity	s3://sra-pub-src-5/SRR19225187/ChIP_k4me1_LU_679_nova_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225187/SRR19225187	
SRX15289086	SRS13020095	SRP375418	GSM6156746	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156746: ChIP_k4me3_OV_679; Canis lupus familiaris; ChIP-Seq	ChIP_k4me3_OV_679							familiaris																			Beagle	Ovary				female			H3K4me3 (Abcam, #ab8580)								Ovary																	AWS	public	SRR19225188.lite	s3://sra-pub-zq-6/SRR19225188/SRR19225188.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	1660498861	SRA Lite	2022-10-30 19:35:16	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-103/SRR19225188/SRR19225188.lite.1	a8fd6d328284f1d7760e856ef811c71b	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19225/SRR19225188/SRR19225188.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225188/SRR19225188	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19225/SRR19225188/SRR19225188.lite.1	
SRX15289085	SRS13020092	SRP375418	GSM6156745	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156745: ChIP_k4me3_OV_244; Canis lupus familiaris; ChIP-Seq	ChIP_k4me3_OV_244							familiaris																			Beagle	Ovary				female			H3K4me3 (Abcam, #ab8580)								Ovary																	AWS	public	SRR19225189.lite	s3://sra-pub-zq-4/SRR19225189/SRR19225189.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	2944591826	SRA Lite	2022-10-12 03:49:30	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225189/SRR19225189.lite.1	e382f2ef8a8d8c00b82b8fe556636d1f	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225189/SRR19225189.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225189/SRR19225189	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225189/SRR19225189.lite.1	
SRX15289084	SRS13020093	SRP375418	GSM6156744	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina HiSeq 2500	ChIP	GSM6156744: ChIP_k4me3_MG_679; Canis lupus familiaris; ChIP-Seq	ChIP_k4me3_MG_679							familiaris																			Beagle	Mammary gland				female			H3K4me3 (Abcam, #ab8580)								Mammary gland																	AWS	public	SRR19225190.lite	s3://sra-pub-zq-4/SRR19225190/SRR19225190.lite.1	anonymous	anonymous	s3.us-east-1	worldwide	AWS	1	worldwide	Primary ETL	1	527431462	SRA Lite	2022-10-13 16:27:55	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225190/SRR19225190.lite.1	8008c8291763be171f24b327e0a137c8	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225190/SRR19225190.lite.1	gcp identity	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225190/SRR19225190	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19225/SRR19225190/SRR19225190.lite.1	
SRX15289083	SRS13020091	SRP375418	GSM6156743	Canis lupus familiaris	9615	ChIP-Seq	GENOMIC	Illumina NovaSeq 6000	ChIP	GSM6156743: ChIP_k4me3_MG_244; Canis lupus familiaris; ChIP-Seq	ChIP_k4me3_MG_244							familiaris																			Beagle	Mammary gland				female			H3K4me3 (Abcam, #ab8580)								Mammary gland																	AWS	public	ChIP_k4me3_MG_244_nova_1.fq.gz	s3://sra-pub-zq-4/SRR19225191/SRR19225191.lite.1	Use Cloud Data Delivery	anonymous	s3.us-east-1	-	AWS	1	worldwide	Original	0	2374368746	fastq	2022-05-16 14:40:49	NCBI	gs.us-east1	aws identity	gs://sra-pub-zq-108/SRR19225191/SRR19225191.lite.1	c1ce07cf775f4f4d6ac20a4e6fc461de	GCP	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19225/SRR19225191/SRR19225191.lite.1	gcp identity	s3://sra-pub-src-7/SRR19225191/ChIP_k4me3_MG_244_nova_1.fq.gz.1	https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR19225191/SRR19225191	
